podNumber,timestamp,consumptionKwh,productionKwh
CH1008400000000000000000000012349,2025-10-01 09:00,0.7,0.0
CH1008400000000000000000000012350,2025-10-01 09:00,0.59,0.64
CH1008400000000000000000000012351,2025-10-01 09:00,0.59,0.0
CH1008400000000000000000000012352,2025-10-01 09:00,0.59,0.0
CH1008400000000000000000000012353,2025-10-01 09:00,0.8,1.17
CH1008400000000000000000000012354,2025-10-01 09:00,0.5,0.0
CH1008400000000000000000000012355,2025-10-01 09:00,0.54,0.86
CH1008400000000000000000000012356,2025-10-01 09:00,0.39,0.0
CH1008400000000000000000000012345,2025-10-01 10:00,0.59,1.61
CH1008400000000000000000000012346,2025-10-01 10:00,0.5,1.22
CH1008400000000000000000000012347,2025-10-01 10:00,0.34,0.0
CH1008400000000000000000000012348,2025-10-01 10:00,0.61,2.23
CH1008400000000000000000000012349,2025-10-01 10:00,0.54,0.0
CH1008400000000000000000000012350,2025-10-01 10:00,0.73,1.07
CH1008400000000000000000000012351,2025-10-01 10:00,0.62,0.0
CH1008400000000000000000000012352,2025-10-01 10:00,0.4,0.0
CH1008400000000000000000000012353,2025-10-01 10:00,0.87,1.9
CH1008400000000000000000000012354,2025-10-01 10:00,0.52,0.0
CH1008400000000000000000000012355,2025-10-01 10:00,0.53,1.42
CH1008400000000000000000000012356,2025-10-01 10:00,0.44,0.0
CH1008400000000000000000000012345,2025-10-01 11:00,0.42,2.2
CH1008400000000000000000000012346,2025-10-01 11:00,0.61,1.72
CH1008400000000000000000000012347,2025-10-01 11:00,0.35,0.0
CH1008400000000000000000000012348,2025-10-01 11:00,0.39,3.46
CH1008400000000000000000000012349,2025-10-01 11:00,0.52,0.0
CH1008400000000000000000000012350,2025-10-01 11:00,0.32,1.43
CH1008400000000000000000000012351,2025-10-01 11:00,0.57,0.0
CH1008400000000000000000000012352,2025-10-01 11:00,0.76,0.0
CH1008400000000000000000000012353,2025-10-01 11:00,0.62,2.55
CH1008400000000000000000000012354,2025-10-01 11:00,0.63,0.0
CH1008400000000000000000000012355,2025-10-01 11:00,0.4,2.08
CH1008400000000000000000000012356,2025-10-01 11:00,0.69,0.0
CH1008400000000000000000000012345,2025-10-01 12:00,0.57,2.93
CH1008400000000000000000000012346,2025-10-01 12:00,0.81,1.91
CH1008400000000000000000000012347,2025-10-01 12:00,0.92,0.0
CH1008400000000000000000000012348,2025-10-01 12:00,0.56,4.07
CH1008400000000000000000000012349,2025-10-01 12:00,0.65,0.0
CH1008400000000000000000000012350,2025-10-01 12:00,0.94,1.73
CH1008400000000000000000000012351,2025-10-01 12:00,0.52,0.0
CH1008400000000000000000000012352,2025-10-01 12:00,0.79,0.0
CH1008400000000000000000000012353,2025-10-01 12:00,0.99,2.95
CH1008400000000000000000000012354,2025-10-01 12:00,0.45,0.0
CH1008400000000000000000000012355,2025-10-01 12:00,0.87,2.38
CH1008400000000000000000000012356,2025-10-01 12:00,0.97,0.0
CH1008400000000000000000000012345,2025-10-01 13:00,0.86,2.49
CH1008400000000000000000000012346,2025-10-01 13:00,0.8,2.06
CH1008400000000000000000000012347,2025-10-01 13:00,0.91,0.0
CH1008400000000000000000000012348,2025-10-01 13:00,0.48,3.89
CH1008400000000000000000000012349,2025-10-01 13:00,0.67,0.0
CH1008400000000000000000000012350,2025-10-01 13:00,0.7,1.73
CH1008400000000000000000000012351,2025-10-01 13:00,1.15,0.0
CH1008400000000000000000000012352,2025-10-01 13:00,0.68,0.0
CH1008400000000000000000000012353,2025-10-01 13:00,0.73,2.92
CH1008400000000000000000000012354,2025-10-01 13:00,1.03,0.0
CH1008400000000000000000000012355,2025-10-01 13:00,0.91,2.13
CH1008400000000000000000000012356,2025-10-01 13:00,0.88,0.0
CH1008400000000000000000000012345,2025-10-01 14:00,0.56,2.25
CH1008400000000000000000000012346,2025-10-01 14:00,0.54,1.65
CH1008400000000000000000000012347,2025-10-01 14:00,0.56,0.0
CH1008400000000000000000000012348,2025-10-01 14:00,0.46,3.22
CH1008400000000000000000000012349,2025-10-01 14:00,0.52,0.0
CH1008400000000000000000000012350,2025-10-01 14:00,0.48,1.48
CH1008400000000000000000000012351,2025-10-01 14:00,0.58,0.0
CH1008400000000000000000000012352,2025-10-01 14:00,0.55,0.0
CH1008400000000000000000000012353,2025-10-01 14:00,0.72,2.55
CH1008400000000000000000000012354,2025-10-01 14:00,0.48,0.0
CH1008400000000000000000000012355,2025-10-01 14:00,0.48,1.97
CH1008400000000000000000000012356,2025-10-01 14:00,0.81,0.0
CH1008400000000000000000000012345,2025-10-01 15:00,0.71,1.44
CH1008400000000000000000000012346,2025-10-01 15:00,0.44,1.02
CH1008400000000000000000000012347,2025-10-01 15:00,0.59,0.0
CH1008400000000000000000000012348,2025-10-01 15:00,0.36,2.16
CH1008400000000000000000000012349,2025-10-01 15:00,0.75,0.0
CH1008400000000000000000000012350,2025-10-01 15:00,0.4,0.97
CH1008400000000000000000000012351,2025-10-01 15:00,0.61,0.0
CH1008400000000000000000000012352,2025-10-01 15:00,0.66,0.0
CH1008400000000000000000000012353,2025-10-01 15:00,0.39,1.81
CH1008400000000000000000000012354,2025-10-01 15:00,0.71,0.0
CH1008400000000000000000000012355,2025-10-01 15:00,0.68,1.18
CH1008400000000000000000000012356,2025-10-01 15:00,0.61,0.0
CH1008400000000000000000000012345,2025-10-01 16:00,0.6,0.78
CH1008400000000000000000000012346,2025-10-01 16:00,0.66,0.62
CH1008400000000000000000000012347,2025-10-01 16:00,0.52,0.0
CH1008400000000000000000000012348,2025-10-01 16:00,0.45,1.07
CH1008400000000000000000000012349,2025-10-01 16:00,0.5,0.0
CH1008400000000000000000000012350,2025-10-01 16:00,0.47,0.51
CH1008400000000000000000000012351,2025-10-01 16:00,0.49,0.0
CH1008400000000000000000000012352,2025-10-01 16:00,0.48,0.0
CH1008400000000000000000000012353,2025-10-01 16:00,0.54,0.89
CH1008400000000000000000000012354,2025-10-01 16:00,0.37,0.0
CH1008400000000000000000000012355,2025-10-01 16:00,0.42,0.75
CH1008400000000000000000000012356,2025-10-01 16:00,0.44,0.0
CH1008400000000000000000000012345,2025-10-01 17:00,0.92,0.26
CH1008400000000000000000000012346,2025-10-01 17:00,1.38,0.2
CH1008400000000000000000000012347,2025-10-01 17:00,1.35,0.0
CH1008400000000000000000000012348,2025-10-01 17:00,1.73,0.37
CH1008400000000000000000000012349,2025-10-01 17:00,1.59,0.0
CH1008400000000000000000000012350,2025-10-01 17:00,1.12,0.16
CH1008400000000000000000000012351,2025-10-01 17:00,1.22,0.0
CH1008400000000000000000000012352,2025-10-01 17:00,1.61,0.0
CH1008400000000000000000000012353,2025-10-01 17:00,1.37,0.3
CH1008400000000000000000000012354,2025-10-01 17:00,1.12,0.0
CH1008400000000000000000000012355,2025-10-01 17:00,1.51,0.22
CH1008400000000000000000000012356,2025-10-01 17:00,1.34,0.0
CH1008400000000000000000000012345,2025-10-01 18:00,1.62,0.0
CH1008400000000000000000000012346,2025-10-01 18:00,0.8,0.0
CH1008400000000000000000000012347,2025-10-01 18:00,1.35,0.0
CH1008400000000000000000000012348,2025-10-01 18:00,1.27,0.0
CH1008400000000000000000000012349,2025-10-01 18:00,1.25,0.0
CH1008400000000000000000000012350,2025-10-01 18:00,1.41,0.0
CH1008400000000000000000000012351,2025-10-01 18:00,1.71,0.0
CH1008400000000000000000000012352,2025-10-01 18:00,1.65,0.0
CH1008400000000000000000000012353,2025-10-01 18:00,1.16,0.0
CH1008400000000000000000000012354,2025-10-01 18:00,1.24,0.0
CH1008400000000000000000000012355,2025-10-01 18:00,1.11,0.0
CH1008400000000000000000000012356,2025-10-01 18:00,1.36,0.0
CH1008400000000000000000000012345,2025-10-01 19:00,0.88,0.0
CH1008400000000000000000000012346,2025-10-01 19:00,1.15,0.0
CH1008400000000000000000000012347,2025-10-01 19:00,1.52,0.0
CH1008400000000000000000000012348,2025-10-01 19:00,1.22,0.0
CH1008400000000000000000000012349,2025-10-01 19:00,1.75,0.0
CH1008400000000000000000000012350,2025-10-01 19:00,1.33,0.0
CH1008400000000000000000000012351,2025-10-01 19:00,1.44,0.0
CH1008400000000000000000000012352,2025-10-01 19:00,1.15,0.0
CH1008400000000000000000000012353,2025-10-01 19:00,1.04,0.0
CH1008400000000000000000000012354,2025-10-01 19:00,0.93,0.0
CH1008400000000000000000000012355,2025-10-01 19:00,1.26,0.0
CH1008400000000000000000000012356,2025-10-01 19:00,1.14,0.0
CH1008400000000000000000000012345,2025-10-01 20:00,0.85,0.0
CH1008400000000000000000000012346,2025-10-01 20:00,1.15,0.0
CH1008400000000000000000000012347,2025-10-01 20:00,0.74,0.0
CH1008400000000000000000000012348,2025-10-01 20:00,1.41,0.0
CH1008400000000000000000000012349,2025-10-01 20:00,1.5,0.0
CH1008400000000000000000000012350,2025-10-01 20:00,1.56,0.0
CH1008400000000000000000000012351,2025-10-01 20:00,1.11,0.0
CH1008400000000000000000000012352,2025-10-01 20:00,1.23,0.0
CH1008400000000000000000000012353,2025-10-01 20:00,1.28,0.0
CH1008400000000000000000000012354,2025-10-01 20:00,1.42,0.0
CH1008400000000000000000000012355,2025-10-01 20:00,1.65,0.0
CH1008400000000000000000000012356,2025-10-01 20:00,1.62,0.0
CH1008400000000000000000000012345,2025-10-01 21:00,0.63,0.0
CH1008400000000000000000000012346,2025-10-01 21:00,0.4,0.0
CH1008400000000000000000000012347,2025-10-01 21:00,0.54,0.0
CH1008400000000000000000000012348,2025-10-01 21:00,0.56,0.0
CH1008400000000000000000000012349,2025-10-01 21:00,0.71,0.0
CH1008400000000000000000000012350,2025-10-01 21:00,0.99,0.0
CH1008400000000000000000000012351,2025-10-01 21:00,0.77,0.0
CH1008400000000000000000000012352,2025-10-01 21:00,0.79,0.0
CH1008400000000000000000000012353,2025-10-01 21:00,0.62,0.0
CH1008400000000000000000000012354,2025-10-01 21:00,0.68,0.0
CH1008400000000000000000000012355,2025-10-01 21:00,0.56,0.0
CH1008400000000000000000000012356,2025-10-01 21:00,0.64,0.0
CH1008400000000000000000000012345,2025-10-01 22:00,0.76,0.0
CH1008400000000000000000000012346,2025-10-01 22:00,0.8,0.0
CH1008400000000000000000000012347,2025-10-01 22:00,0.85,0.0
CH1008400000000000000000000012348,2025-10-01 22:00,0.47,0.0
CH1008400000000000000000000012349,2025-10-01 22:00,0.82,0.0
CH1008400000000000000000000012350,2025-10-01 22:00,0.69,0.0
CH1008400000000000000000000012351,2025-10-01 22:00,0.61,0.0
CH1008400000000000000000000012352,2025-10-01 22:00,0.48,0.0
CH1008400000000000000000000012353,2025-10-01 22:00,0.85,0.0
CH1008400000000000000000000012354,2025-10-01 22:00,0.76,0.0
CH1008400000000000000000000012355,2025-10-01 22:00,0.73,0.0
CH1008400000000000000000000012356,2025-10-01 22:00,0.47,0.0
CH1008400000000000000000000012345,2025-10-01 23:00,0.73,0.0
CH1008400000000000000000000012346,2025-10-01 23:00,0.44,0.0
CH1008400000000000000000000012347,2025-10-01 23:00,0.79,0.0
CH1008400000000000000000000012348,2025-10-01 23:00,0.66,0.0
CH1008400000000000000000000012349,2025-10-01 23:00,0.56,0.0
CH1008400000000000000000000012350,2025-10-01 23:00,1.01,0.0
CH1008400000000000000000000012351,2025-10-01 23:00,0.47,0.0
CH1008400000000000000000000012352,2025-10-01 23:00,0.57,0.0
CH1008400000000000000000000012353,2025-10-01 23:00,0.36,0.0
CH1008400000000000000000000012354,2025-10-01 23:00,0.55,0.0
CH1008400000000000000000000012355,2025-10-01 23:00,0.43,0.0
CH1008400000000000000000000012356,2025-10-01 23:00,0.62,0.0
CH1008400000000000000000000012345,2025-10-02 00:00,0.32,0.0
CH1008400000000000000000000012346,2025-10-02 00:00,0.15,0.0
CH1008400000000000000000000012347,2025-10-02 00:00,0.2,0.0
CH1008400000000000000000000012348,2025-10-02 00:00,0.27,0.0
CH1008400000000000000000000012349,2025-10-02 00:00,0.25,0.0
CH1008400000000000000000000012350,2025-10-02 00:00,0.19,0.0
CH1008400000000000000000000012351,2025-10-02 00:00,0.31,0.0
CH1008400000000000000000000012352,2025-10-02 00:00,0.2,0.0
CH1008400000000000000000000012353,2025-10-02 00:00,0.37,0.0
CH1008400000000000000000000012354,2025-10-02 00:00,0.25,0.0
CH1008400000000000000000000012355,2025-10-02 00:00,0.32,0.0
CH1008400000000000000000000012356,2025-10-02 00:00,0.4,0.0
CH1008400000000000000000000012345,2025-10-02 01:00,0.2,0.0
CH1008400000000000000000000012346,2025-10-02 01:00,0.24,0.0
CH1008400000000000000000000012347,2025-10-02 01:00,0.22,0.0
CH1008400000000000000000000012348,2025-10-02 01:00,0.44,0.0
CH1008400000000000000000000012349,2025-10-02 01:00,0.38,0.0
CH1008400000000000000000000012350,2025-10-02 01:00,0.29,0.0
CH1008400000000000000000000012351,2025-10-02 01:00,0.36,0.0
CH1008400000000000000000000012352,2025-10-02 01:00,0.21,0.0
CH1008400000000000000000000012353,2025-10-02 01:00,0.28,0.0
CH1008400000000000000000000012354,2025-10-02 01:00,0.21,0.0
CH1008400000000000000000000012355,2025-10-02 01:00,0.38,0.0
CH1008400000000000000000000012356,2025-10-02 01:00,0.31,0.0
CH1008400000000000000000000012345,2025-10-02 02:00,0.25,0.0
CH1008400000000000000000000012346,2025-10-02 02:00,0.44,0.0
CH1008400000000000000000000012347,2025-10-02 02:00,0.28,0.0
CH1008400000000000000000000012348,2025-10-02 02:00,0.19,0.0
CH1008400000000000000000000012349,2025-10-02 02:00,0.34,0.0
CH1008400000000000000000000012350,2025-10-02 02:00,0.38,0.0
CH1008400000000000000000000012351,2025-10-02 02:00,0.16,0.0
CH1008400000000000000000000012352,2025-10-02 02:00,0.29,0.0
CH1008400000000000000000000012353,2025-10-02 02:00,0.37,0.0
CH1008400000000000000000000012354,2025-10-02 02:00,0.36,0.0
CH1008400000000000000000000012355,2025-10-02 02:00,0.3,0.0
CH1008400000000000000000000012356,2025-10-02 02:00,0.44,0.0
CH1008400000000000000000000012345,2025-10-02 03:00,0.24,0.0
CH1008400000000000000000000012346,2025-10-02 03:00,0.22,0.0
CH1008400000000000000000000012347,2025-10-02 03:00,0.27,0.0
CH1008400000000000000000000012348,2025-10-02 03:00,0.36,0.0
CH1008400000000000000000000012349,2025-10-02 03:00,0.19,0.0
CH1008400000000000000000000012350,2025-10-02 03:00,0.23,0.0
CH1008400000000000000000000012351,2025-10-02 03:00,0.41,0.0
CH1008400000000000000000000012352,2025-10-02 03:00,0.29,0.0
CH1008400000000000000000000012353,2025-10-02 03:00,0.19,0.0
CH1008400000000000000000000012354,2025-10-02 03:00,0.31,0.0
CH1008400000000000000000000012355,2025-10-02 03:00,0.19,0.0
CH1008400000000000000000000012356,2025-10-02 03:00,0.43,0.0
CH1008400000000000000000000012345,2025-10-02 04:00,0.24,0.0
CH1008400000000000000000000012346,2025-10-02 04:00,0.39,0.0
CH1008400000000000000000000012347,2025-10-02 04:00,0.18,0.0
CH1008400000000000000000000012348,2025-10-02 04:00,0.24,0.0
CH1008400000000000000000000012349,2025-10-02 04:00,0.18,0.0
CH1008400000000000000000000012350,2025-10-02 04:00,0.36,0.0
CH1008400000000000000000000012351,2025-10-02 04:00,0.2,0.0
CH1008400000000000000000000012352,2025-10-02 04:00,0.32,0.0
CH1008400000000000000000000012353,2025-10-02 04:00,0.29,0.0
CH1008400000000000000000000012354,2025-10-02 04:00,0.19,0.0
CH1008400000000000000000000012355,2025-10-02 04:00,0.23,0.0
CH1008400000000000000000000012356,2025-10-02 04:00,0.25,0.0
CH1008400000000000000000000012345,2025-10-02 05:00,0.17,0.0
CH1008400000000000000000000012346,2025-10-02 05:00,0.28,0.0
CH1008400000000000000000000012347,2025-10-02 05:00,0.25,0.0
CH1008400000000000000000000012348,2025-10-02 05:00,0.32,0.0
CH1008400000000000000000000012349,2025-10-02 05:00,0.27,0.0
CH1008400000000000000000000012350,2025-10-02 05:00,0.34,0.0
CH1008400000000000000000000012351,2025-10-02 05:00,0.22,0.0
CH1008400000000000000000000012352,2025-10-02 05:00,0.18,0.0
CH1008400000000000000000000012353,2025-10-02 05:00,0.3,0.0
CH1008400000000000000000000012354,2025-10-02 05:00,0.18,0.0
CH1008400000000000000000000012355,2025-10-02 05:00,0.3,0.0
CH1008400000000000000000000012356,2025-10-02 05:00,0.3,0.0
CH1008400000000000000000000012345,2025-10-02 06:00,0.73,0.0
CH1008400000000000000000000012346,2025-10-02 06:00,0.95,0.0
CH1008400000000000000000000012347,2025-10-02 06:00,0.8,0.0
CH1008400000000000000000000012348,2025-10-02 06:00,0.87,0.0
CH1008400000000000000000000012349,2025-10-02 06:00,0.66,0.0
CH1008400000000000000000000012350,2025-10-02 06:00,0.85,0.0
CH1008400000000000000000000012351,2025-10-02 06:00,0.52,0.0
CH1008400000000000000000000012352,2025-10-02 06:00,1.04,0.0
CH1008400000000000000000000012353,2025-10-02 06:00,0.64,0.0
CH1008400000000000000000000012354,2025-10-02 06:00,0.55,0.0
CH1008400000000000000000000012355,2025-10-02 06:00,0.89,0.0
CH1008400000000000000000000012356,2025-10-02 06:00,0.96,0.0
CH1008400000000000000000000012345,2025-10-02 07:00,1.2,0.03
CH1008400000000000000000000012346,2025-10-02 07:00,0.85,0.03
CH1008400000000000000000000012347,2025-10-02 07:00,0.59,0.0
CH1008400000000000000000000012348,2025-10-02 07:00,0.69,0.04
CH1008400000000000000000000012349,2025-10-02 07:00,1.06,0.0
CH1008400000000000000000000012350,2025-10-02 07:00,0.96,0.02
CH1008400000000000000000000012351,2025-10-02 07:00,0.95,0.0
CH1008400000000000000000000012352,2025-10-02 07:00,0.77,0.0
CH1008400000000000000000000012353,2025-10-02 07:00,0.93,0.02
CH1008400000000000000000000012354,2025-10-02 07:00,0.85,0.0
CH1008400000000000000000000012355,2025-10-02 07:00,1.13,0.03
CH1008400000000000000000000012356,2025-10-02 07:00,0.8,0.0
CH1008400000000000000000000012345,2025-10-02 08:00,0.77,0.12
CH1008400000000000000000000012346,2025-10-02 08:00,0.75,0.05
CH1008400000000000000000000012347,2025-10-02 08:00,0.59,0.0
CH1008400000000000000000000012348,2025-10-02 08:00,0.7,0.08
CH1008400000000000000000000012349,2025-10-02 08:00,0.91,0.0
CH1008400000000000000000000012350,2025-10-02 08:00,1.18,0.05
CH1008400000000000000000000012351,2025-10-02 08:00,0.74,0.0
CH1008400000000000000000000012352,2025-10-02 08:00,0.72,0.0
CH1008400000000000000000000012353,2025-10-02 08:00,0.79,0.11
CH1008400000000000000000000012354,2025-10-02 08:00,0.82,0.0
CH1008400000000000000000000012355,2025-10-02 08:00,0.72,0.14
CH1008400000000000000000000012356,2025-10-02 08:00,0.69,0.0
CH1008400000000000000000000012345,2025-10-02 09:00,0.53,0.24
CH1008400000000000000000000012346,2025-10-02 09:00,0.62,0.22
CH1008400000000000000000000012347,2025-10-02 09:00,0.57,0.0
CH1008400000000000000000000012348,2025-10-02 09:00,0.42,0.2
CH1008400000000000000000000012349,2025-10-02 09:00,0.49,0.0
CH1008400000000000000000000012350,2025-10-02 09:00,0.48,0.07
CH1008400000000000000000000012351,2025-10-02 09:00,0.46,0.0
CH1008400000000000000000000012352,2025-10-02 09:00,0.68,0.0
CH1008400000000000000000000012353,2025-10-02 09:00,0.53,0.39
CH1008400000000000000000000012354,2025-10-02 09:00,0.68,0.0
CH1008400000000000000000000012355,2025-10-02 09:00,0.7,0.28
CH1008400000000000000000000012356,2025-10-02 09:00,0.83,0.0
CH1008400000000000000000000012345,2025-10-02 10:00,0.5,0.66
CH1008400000000000000000000012346,2025-10-02 10:00,0.58,0.34
CH1008400000000000000000000012347,2025-10-02 10:00,0.31,0.0
CH1008400000000000000000000012348,2025-10-02 10:00,0.38,0.71
CH1008400000000000000000000012349,2025-10-02 10:00,0.84,0.0
CH1008400000000000000000000012350,2025-10-02 10:00,0.44,0.13
CH1008400000000000000000000012351,2025-10-02 10:00,0.34,0.0
CH1008400000000000000000000012352,2025-10-02 10:00,0.46,0.0
CH1008400000000000000000000012353,2025-10-02 10:00,0.81,0.68
CH1008400000000000000000000012354,2025-10-02 10:00,0.56,0.0
CH1008400000000000000000000012355,2025-10-02 10:00,0.41,0.17
CH1008400000000000000000000012356,2025-10-02 10:00,0.58,0.0
CH1008400000000000000000000012345,2025-10-02 11:00,0.59,0.32
CH1008400000000000000000000012346,2025-10-02 11:00,0.42,0.42
